Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Buffalo Niagara Falls,New York,901,US-Canada Border,09-2019,Rail Containers Empty,2801,43.095,-79.056,POINT (-79.055847 43.09549)
Grand Portage,Minnesota,3613,US-Canada Border,09-2021,Trucks,943,48.001,-89.585,POINT (-89.58515 48.001427)
Raymond,Montana,3301,US-Canada Border,03-2021,Personal Vehicles,194,48.999,-104.574,POINT (-104.574333 48.999194)
International Falls,Minnesota,3604,US-Canada Border,01-2020,Buses,12,48.608,-93.401,POINT (-93.401355 48.6078)
Wildhorse,Montana,3323,US-Canada Border,05-2013,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Port Angeles,Washington,3007,US-Canada Border,06-2022,Trucks,25,48.122,-123.431,POINT (-123.430694 48.121858)
Blaine,Washington,3004,US-Canada Border,06-2020,Truck Containers Loaded,20343,48.994,-122.749,POINT (-122.748884 48.994045)
Roma,Texas,2310,US-Mexico Border,04-2020,Trucks,1347,26.404,-99.019,POINT (-99.018981 26.403928)
Whitlash,Montana,3321,US-Canada Border,03-2019,Personal Vehicle Passengers,134,48.997,-111.258,POINT (-111.257916 48.99725)
Santa Teresa,New Mexico,2408,US-Mexico Border,02-2022,Pedestrians,7065,31.784,-106.679,POINT (-106.679437 31.783939)
Del Rio,Texas,2302,US-Mexico Border,05-2020,Personal Vehicles,74557,29.327,-100.928,POINT (-100.927612 29.326784)
Champlain Rouses Point,New York,712,US-Canada Border,12-2021,Personal Vehicle Passengers,72475,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Westhope,North Dakota,3419,US-Canada Border,06-2021,Trucks,159,49.0,-101.017,POINT (-101.017277 48.999611)
Alcan,Alaska,3104,US-Canada Border,10-2021,Trucks,471,62.615,-141.001,POINT (-141.001444 62.614961)
Trout River,New York,715,US-Canada Border,11-2019,Rail Containers Loaded,1137,44.992,-74.308,POINT (-74.308172 44.992058)
Eagle Pass,Texas,2303,US-Mexico Border,02-2021,Personal Vehicles,119191,28.705,-100.512,POINT (-100.511977 28.705483)
Derby Line,Vermont,209,US-Canada Border,12-2021,Bus Passengers,89,45.006,-72.099,POINT (-72.099279 45.005739)
Limestone,Maine,118,US-Canada Border,12-2020,Truck Containers Empty,20,46.925,-67.79,POINT (-67.789597 46.924555)
Detroit,Michigan,3801,US-Canada Border,07-2001,Buses,3636,42.332,-83.048,POINT (-83.047924 42.331685)
Andrade,California,2502,US-Mexico Border,08-2021,Pedestrians,30228,32.718,-114.728,POINT (-114.72832 32.718143)
International Falls,Minnesota,3604,US-Canada Border,06-2021,Trucks,1408,48.608,-93.401,POINT (-93.401355 48.6078)
Metaline Falls,Washington,3025,US-Canada Border,12-2011,Buses,2,49.0,-117.299,POINT (-117.299444 48.999972)
St John,North Dakota,3405,US-Canada Border,09-2019,Truck Containers Loaded,2,48.999,-99.659,POINT (-99.659111 48.999277)
Del Rio,Texas,2302,US-Mexico Border,01-2004,Trucks,5188,29.327,-100.928,POINT (-100.927612 29.326784)
Highgate Springs,Vermont,212,US-Canada Border,04-2020,Personal Vehicle Passengers,6692,45.015,-73.085,POINT (-73.085037 45.015414)
Progreso,Texas,2309,US-Mexico Border,12-2021,Truck Containers Empty,1695,26.062,-97.95,POINT (-97.949958 26.062133)
Presidio,Texas,2403,US-Mexico Border,04-2021,Personal Vehicles,42084,29.562,-104.395,POINT (-104.394907 29.561827)
Grand Portage,Minnesota,3613,US-Canada Border,09-2019,Truck Containers Empty,382,48.001,-89.585,POINT (-89.58515 48.001427)
Wildhorse,Montana,3323,US-Canada Border,10-2007,Trains,0,48.999,-110.215,POINT (-110.215083 48.999361)
Beecher Falls,Vermont,206,US-Canada Border,02-2019,Personal Vehicle Passengers,4046,45.013,-71.505,POINT (-71.505309 45.013411)
Alexandria Bay,New York,708,US-Canada Border,04-2019,Personal Vehicle Passengers,77313,44.347,-75.984,POINT (-75.983592 44.347229)
Opheim,Montana,3317,US-Canada Border,11-2021,Trucks,4,49.0,-106.378,POINT (-106.377583 48.999527)
Calexico East,California,2507,US-Mexico Border,09-2019,Trucks,30021,32.673,-115.388,POINT (-115.388018 32.673389)
El Paso,Texas,2402,US-Mexico Border,05-2019,Personal Vehicle Passengers,1442079,31.764,-106.451,POINT (-106.451188 31.764363)
Columbus,New Mexico,2406,US-Mexico Border,02-2022,Personal Vehicle Passengers,50815,31.784,-107.628,POINT (-107.627948 31.783742)
Hidalgo,Texas,2305,US-Mexico Border,03-2019,Truck Containers Empty,14594,26.095,-98.271,POINT (-98.271092 26.095032)
Eastport,Maine,103,US-Canada Border,08-2020,Trucks,150,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Port Huron,Michigan,3802,US-Canada Border,03-2020,Rail Containers Loaded,20919,42.999,-82.424,POINT (-82.423611 42.998611)
Eagle Pass,Texas,2303,US-Mexico Border,08-2021,Truck Containers Loaded,11230,28.705,-100.512,POINT (-100.511977 28.705483)
Beecher Falls,Vermont,206,US-Canada Border,08-2019,Personal Vehicles,11254,45.013,-71.505,POINT (-71.505309 45.013411)
Sasabe,Arizona,2606,US-Mexico Border,10-2019,Personal Vehicle Passengers,4082,31.483,-111.544,POINT (-111.544363 31.483039)
Fort Kent,Maine,110,US-Canada Border,06-2021,Pedestrians,2,47.249,-68.604,POINT (-68.603918 47.249206)
Dalton Cache,Alaska,3106,US-Canada Border,11-2020,Trucks,83,59.451,-136.362,POINT (-136.361944 59.450556)
Raymond,Montana,3301,US-Canada Border,04-2022,Trucks,1270,48.999,-104.574,POINT (-104.574333 48.999194)
Ogdensburg,New York,701,US-Canada Border,08-2022,Personal Vehicle Passengers,35577,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Del Rio,Texas,2302,US-Mexico Border,03-2021,Personal Vehicles,110390,29.327,-100.928,POINT (-100.927612 29.326784)
Portal,North Dakota,3403,US-Canada Border,11-2021,Rail Containers Empty,11856,48.999,-102.552,POINT (-102.551944 48.998944)
Skagway,Alaska,3103,US-Canada Border,06-2022,Bus Passengers,13546,59.63,-135.164,POINT (-135.164444 59.629722)
Grand Portage,Minnesota,3613,US-Canada Border,11-2019,Bus Passengers,693,48.001,-89.585,POINT (-89.58515 48.001427)
Boundary,Washington,3015,US-Canada Border,06-2021,Personal Vehicle Passengers,143,49.001,-117.628,POINT (-117.627583 49.00075)
Northgate,North Dakota,3406,US-Canada Border,12-2021,Personal Vehicle Passengers,688,48.999,-102.275,POINT (-102.27475 48.998833)
Buffalo Niagara Falls,New York,901,US-Canada Border,04-2022,Personal Vehicle Passengers,392542,43.095,-79.056,POINT (-79.055847 43.09549)
Roseau,Minnesota,3426,US-Canada Border,04-2020,Personal Vehicles,288,49.0,-95.766,POINT (-95.766469 48.999538)
Pembina,North Dakota,3401,US-Canada Border,03-2022,Trucks,21072,49.0,-97.237,POINT (-97.237036 49.000453)
Champlain Rouses Point,New York,712,US-Canada Border,04-2021,Trains,65,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Wildhorse,Montana,3323,US-Canada Border,12-2021,Personal Vehicle Passengers,940,48.999,-110.215,POINT (-110.215083 48.999361)
San Ysidro,California,2504,US-Mexico Border,05-2020,Bus Passengers,3065,32.543,-117.029,POINT (-117.028761 32.542528)
San Ysidro,California,2504,US-Mexico Border,05-2021,Bus Passengers,3113,32.543,-117.029,POINT (-117.028761 32.542528)
Boundary,Washington,3015,US-Canada Border,12-2019,Trains,26,49.001,-117.628,POINT (-117.627583 49.00075)
Turner,Montana,3306,US-Canada Border,10-2014,Trucks,52,49.0,-108.388,POINT (-108.387916 48.999527)
International Falls,Minnesota,3604,US-Canada Border,06-2020,Personal Vehicles,1434,48.608,-93.401,POINT (-93.401355 48.6078)
Warroad,Minnesota,3423,US-Canada Border,02-1998,Buses,142,48.999,-95.377,POINT (-95.376555 48.999)
Port Huron,Michigan,3802,US-Canada Border,05-2020,Personal Vehicle Passengers,6090,42.999,-82.424,POINT (-82.423611 42.998611)
Portal,North Dakota,3403,US-Canada Border,12-2020,Rail Containers Empty,8939,48.999,-102.552,POINT (-102.551944 48.998944)
Boundary,Washington,3015,US-Canada Border,12-2020,Personal Vehicle Passengers,108,49.001,-117.628,POINT (-117.627583 49.00075)
Roosville,Montana,3318,US-Canada Border,09-2019,Pedestrians,18,49.0,-115.056,POINT (-115.056027 48.999638)
Sault Sainte Marie,Michigan,3803,US-Canada Border,09-2021,Trains,30,46.509,-84.361,POINT (-84.360833 46.508611)
Naco,Arizona,2603,US-Mexico Border,07-2022,Trucks,261,31.334,-109.948,POINT (-109.948413 31.334084)
Tecate,California,2505,US-Mexico Border,10-2021,Truck Containers Empty,2585,32.576,-116.626,POINT (-116.626216 32.576428)
Grand Portage,Minnesota,3613,US-Canada Border,05-2019,Personal Vehicles,18075,48.001,-89.585,POINT (-89.58515 48.001427)
Laurier,Washington,3016,US-Canada Border,09-2019,Rail Containers Loaded,215,49.0,-118.224,POINT (-118.223777 49.000083)
Lancaster,Minnesota,3430,US-Canada Border,09-2021,Truck Containers Loaded,2,49.0,-96.801,POINT (-96.800527 49.000194)
Dalton Cache,Alaska,3106,US-Canada Border,05-2021,Truck Containers Loaded,11,59.451,-136.362,POINT (-136.361944 59.450556)
Del Bonita,Montana,3322,US-Canada Border,12-2020,Trucks,159,48.999,-112.788,POINT (-112.78825 48.998555)
Tecate,California,2505,US-Mexico Border,07-2019,Personal Vehicle Passengers,149256,32.576,-116.626,POINT (-116.626216 32.576428)
Pembina,North Dakota,3401,US-Canada Border,04-2020,Rail Containers Empty,1875,49.0,-97.237,POINT (-97.237036 49.000453)
Lancaster,Minnesota,3430,US-Canada Border,03-2019,Truck Containers Empty,339,49.0,-96.801,POINT (-96.800527 49.000194)
Progreso,Texas,2309,US-Mexico Border,10-2020,Trucks,4812,26.062,-97.95,POINT (-97.949958 26.062133)
Houlton,Maine,106,US-Canada Border,03-2019,Personal Vehicles,15491,46.135,-67.781,POINT (-67.781288 46.134879)
Dunseith,North Dakota,3422,US-Canada Border,11-2019,Bus Passengers,128,48.999,-100.052,POINT (-100.052166 48.999277)
Frontier,Washington,3020,US-Canada Border,07-2019,Bus Passengers,52,49.0,-117.832,POINT (-117.831527 49.0005)
El Paso,Texas,2402,US-Mexico Border,09-2020,Train Passengers,261,31.764,-106.451,POINT (-106.451188 31.764363)
Frontier,Washington,3020,US-Canada Border,05-2022,Pedestrians,2,49.0,-117.832,POINT (-117.831527 49.0005)
Norton,Vermont,211,US-Canada Border,10-2020,Rail Containers Empty,89,45.011,-71.793,POINT (-71.793219 45.010771)
Rio Grande City,Texas,2307,US-Mexico Border,07-2022,Personal Vehicle Passengers,65065,26.366,-98.803,POINT (-98.802513 26.365761)
Frontier,Washington,3020,US-Canada Border,04-2019,Personal Vehicles,3195,49.0,-117.832,POINT (-117.831527 49.0005)
Eagle Pass,Texas,2303,US-Mexico Border,01-2020,Pedestrians,68879,28.705,-100.512,POINT (-100.511977 28.705483)
Port Huron,Michigan,3802,US-Canada Border,09-2019,Rail Containers Empty,14317,42.999,-82.424,POINT (-82.423611 42.998611)
Buffalo Niagara Falls,New York,901,US-Canada Border,04-2021,Train Passengers,362,43.095,-79.056,POINT (-79.055847 43.09549)
Hidalgo,Texas,2305,US-Mexico Border,03-2022,Personal Vehicles,344152,26.095,-98.271,POINT (-98.271092 26.095032)
Hannah,North Dakota,3408,US-Canada Border,12-2020,Truck Containers Empty,2,49.0,-98.694,POINT (-98.693777 49.000138)
Wildhorse,Montana,3323,US-Canada Border,11-2005,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Bridgewater,Maine,127,US-Canada Border,06-2022,Personal Vehicles,1246,46.45,-67.785,POINT (-67.78484 46.450335)
Boundary,Washington,3015,US-Canada Border,07-2020,Rail Containers Loaded,548,49.001,-117.628,POINT (-117.627583 49.00075)
Sasabe,Arizona,2606,US-Mexico Border,05-2020,Pedestrians,29,31.483,-111.544,POINT (-111.544363 31.483039)
Nogales,Arizona,2604,US-Mexico Border,07-2021,Rail Containers Loaded,2427,31.333,-110.943,POINT (-110.942516 31.332839)
Porthill,Idaho,3308,US-Canada Border,06-2019,Pedestrians,11,49.0,-116.499,POINT (-116.49925 48.999861)
Vanceboro,Maine,105,US-Canada Border,06-2020,Truck Containers Loaded,16,45.569,-67.429,POINT (-67.428541 45.568761)
Detroit,Michigan,3801,US-Canada Border,07-2020,Truck Containers Loaded,91217,42.332,-83.048,POINT (-83.047924 42.331685)
Port Angeles,Washington,3007,US-Canada Border,10-2019,Truck Containers Empty,7,48.122,-123.431,POINT (-123.430694 48.121858)
Maida,North Dakota,3416,US-Canada Border,02-2022,Trucks,53,49.0,-98.365,POINT (-98.36525 49.00025)
Whitlash,Montana,3321,US-Canada Border,12-2020,Personal Vehicle Passengers,4,48.997,-111.258,POINT (-111.257916 48.99725)
Opheim,Montana,3317,US-Canada Border,08-2020,Trucks,17,49.0,-106.378,POINT (-106.377583 48.999527)
Andrade,California,2502,US-Mexico Border,06-2020,Personal Vehicle Passengers,29780,32.718,-114.728,POINT (-114.72832 32.718143)
Vanceboro,Maine,105,US-Canada Border,09-2019,Trains,27,45.569,-67.429,POINT (-67.428541 45.568761)
Buffalo Niagara Falls,New York,901,US-Canada Border,09-2020,Personal Vehicle Passengers,32458,43.095,-79.056,POINT (-79.055847 43.09549)
Ferry,Washington,3013,US-Canada Border,03-2019,Personal Vehicle Passengers,1106,49.0,-118.761,POINT (-118.761166 49.000083)
Lancaster,Minnesota,3430,US-Canada Border,05-2021,Trucks,213,49.0,-96.801,POINT (-96.800527 49.000194)
Morgan,Montana,3319,US-Canada Border,05-2021,Trucks,28,49.0,-107.832,POINT (-107.831819 48.999829)
Tecate,California,2505,US-Mexico Border,02-2020,Trucks,5085,32.576,-116.626,POINT (-116.626216 32.576428)
Del Rio,Texas,2302,US-Mexico Border,11-2021,Pedestrians,15790,29.327,-100.928,POINT (-100.927612 29.326784)
Pembina,North Dakota,3401,US-Canada Border,12-2021,Personal Vehicle Passengers,15338,49.0,-97.237,POINT (-97.237036 49.000453)
Opheim,Montana,3317,US-Canada Border,02-2020,Truck Containers Loaded,7,49.0,-106.378,POINT (-106.377583 48.999527)
Boundary,Washington,3015,US-Canada Border,05-2021,Personal Vehicle Passengers,140,49.001,-117.628,POINT (-117.627583 49.00075)
Frontier,Washington,3020,US-Canada Border,04-2021,Truck Containers Loaded,668,49.0,-117.832,POINT (-117.831527 49.0005)
Pembina,North Dakota,3401,US-Canada Border,09-2021,Trains,83,49.0,-97.237,POINT (-97.237036 49.000453)
Port Huron,Michigan,3802,US-Canada Border,05-2019,Trains,274,42.999,-82.424,POINT (-82.423611 42.998611)
San Luis,Arizona,2608,US-Mexico Border,10-2019,Trucks,2995,32.485,-114.782,POINT (-114.7822222 32.485)
San Ysidro,California,2504,US-Mexico Border,03-2020,Buses,3140,32.543,-117.029,POINT (-117.028761 32.542528)
Portal,North Dakota,3403,US-Canada Border,04-2019,Truck Containers Empty,1478,48.999,-102.552,POINT (-102.551944 48.998944)
Madawaska,Maine,109,US-Canada Border,09-2021,Personal Vehicle Passengers,2186,47.36,-68.329,POINT (-68.328684 47.360052)
Douglas,Arizona,2601,US-Mexico Border,07-2019,Bus Passengers,1848,31.334,-109.56,POINT (-109.560344 31.334043)
Madawaska,Maine,109,US-Canada Border,08-2021,Truck Containers Empty,117,47.36,-68.329,POINT (-68.328684 47.360052)
Buffalo Niagara Falls,New York,901,US-Canada Border,06-2019,Rail Containers Empty,2855,43.095,-79.056,POINT (-79.055847 43.09549)
Houlton,Maine,106,US-Canada Border,10-2020,Trucks,7389,46.135,-67.781,POINT (-67.781288 46.134879)
Del Rio,Texas,2302,US-Mexico Border,11-2021,Personal Vehicles,121090,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,02-2020,Pedestrians,59572,28.705,-100.512,POINT (-100.511977 28.705483)
Boquillas,Texas,2410,US-Mexico Border,05-2019,Pedestrians,1563,29.19,-102.947,POINT (-102.946705 29.190074)
Detroit,Michigan,3801,US-Canada Border,08-2021,Truck Containers Empty,25176,42.332,-83.048,POINT (-83.047924 42.331685)
Port Angeles,Washington,3007,US-Canada Border,02-2019,Truck Containers Loaded,11,48.122,-123.431,POINT (-123.430694 48.121858)
Frontier,Washington,3020,US-Canada Border,04-2022,Bus Passengers,7,49.0,-117.832,POINT (-117.831527 49.0005)
Lukeville,Arizona,2602,US-Mexico Border,08-2021,Bus Passengers,253,31.88,-112.817,POINT (-112.817077 31.880195)
Porthill,Idaho,3308,US-Canada Border,03-2022,Personal Vehicle Passengers,1520,49.0,-116.499,POINT (-116.49925 48.999861)
Metaline Falls,Washington,3025,US-Canada Border,11-2020,Personal Vehicles,55,49.0,-117.299,POINT (-117.299444 48.999972)
Northgate,North Dakota,3406,US-Canada Border,05-2019,Personal Vehicles,1024,48.999,-102.275,POINT (-102.27475 48.998833)
San Luis,Arizona,2608,US-Mexico Border,04-2019,Personal Vehicle Passengers,408854,32.485,-114.782,POINT (-114.7822222 32.485)
Maida,North Dakota,3416,US-Canada Border,11-2019,Personal Vehicles,359,49.0,-98.365,POINT (-98.36525 49.00025)
Eastport,Idaho,3302,US-Canada Border,06-2020,Personal Vehicles,498,49.001,-116.181,POINT (-116.181027 49.000555)
Porthill,Idaho,3308,US-Canada Border,03-2022,Pedestrians,2,49.0,-116.499,POINT (-116.49925 48.999861)
Sasabe,Arizona,2606,US-Mexico Border,11-2021,Personal Vehicle Passengers,4755,31.483,-111.544,POINT (-111.544363 31.483039)
Dalton Cache,Alaska,3106,US-Canada Border,01-2020,Personal Vehicle Passengers,597,59.451,-136.362,POINT (-136.361944 59.450556)
Hannah,North Dakota,3408,US-Canada Border,07-2020,Personal Vehicles,3,49.0,-98.694,POINT (-98.693777 49.000138)
Hansboro,North Dakota,3415,US-Canada Border,04-2019,Personal Vehicle Passengers,722,49.0,-99.347,POINT (-99.346527 48.999583)
Progreso,Texas,2309,US-Mexico Border,01-2020,Personal Vehicle Passengers,218195,26.062,-97.95,POINT (-97.949958 26.062133)
Pinecreek,Minnesota,3425,US-Canada Border,05-2019,Truck Containers Empty,7,49.0,-95.978,POINT (-95.977694 48.999916)
San Luis,Arizona,2608,US-Mexico Border,09-2021,Personal Vehicles,232725,32.485,-114.782,POINT (-114.7822222 32.485)
Naco,Arizona,2603,US-Mexico Border,02-2022,Personal Vehicle Passengers,40673,31.334,-109.948,POINT (-109.948413 31.334084)
Metaline Falls,Washington,3025,US-Canada Border,07-2020,Trucks,315,49.0,-117.299,POINT (-117.299444 48.999972)
Fort Kent,Maine,110,US-Canada Border,09-2019,Personal Vehicles,9108,47.249,-68.604,POINT (-68.603918 47.249206)
Hidalgo,Texas,2305,US-Mexico Border,10-2021,Personal Vehicle Passengers,498706,26.095,-98.271,POINT (-98.271092 26.095032)
Pembina,North Dakota,3401,US-Canada Border,05-2019,Train Passengers,240,49.0,-97.237,POINT (-97.237036 49.000453)
Eastport,Idaho,3302,US-Canada Border,02-2022,Rail Containers Loaded,8062,49.001,-116.181,POINT (-116.181027 49.000555)
Buffalo Niagara Falls,New York,901,US-Canada Border,12-2021,Rail Containers Loaded,7449,43.095,-79.056,POINT (-79.055847 43.09549)
Maida,North Dakota,3416,US-Canada Border,01-2021,Personal Vehicle Passengers,41,49.0,-98.365,POINT (-98.36525 49.00025)
Eagle Pass,Texas,2303,US-Mexico Border,04-2019,Truck Containers Empty,2509,28.705,-100.512,POINT (-100.511977 28.705483)
Nogales,Arizona,2604,US-Mexico Border,04-2022,Truck Containers Empty,6833,31.333,-110.943,POINT (-110.942516 31.332839)
Ysleta,Texas,2401,US-Mexico Border,08-2021,Truck Containers Empty,20443,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Tecate,California,2505,US-Mexico Border,05-2021,Truck Containers Empty,2304,32.576,-116.626,POINT (-116.626216 32.576428)
Antler,North Dakota,3413,US-Canada Border,07-2021,Personal Vehicle Passengers,214,48.999,-101.296,POINT (-101.296055 48.999472)
St John,North Dakota,3405,US-Canada Border,11-2019,Bus Passengers,48,48.999,-99.659,POINT (-99.659111 48.999277)
Sarles,North Dakota,3409,US-Canada Border,01-2021,Personal Vehicle Passengers,33,49.0,-98.938,POINT (-98.938361 49.000027)
Whitlash,Montana,3321,US-Canada Border,08-2022,Personal Vehicles,47,48.997,-111.258,POINT (-111.257916 48.99725)
Van Buren,Maine,108,US-Canada Border,01-2022,Truck Containers Loaded,1001,47.16,-67.931,POINT (-67.930799 47.159645)
Champlain Rouses Point,New York,712,US-Canada Border,10-2020,Rail Containers Empty,546,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Highgate Springs,Vermont,212,US-Canada Border,08-2021,Trains,13,45.015,-73.085,POINT (-73.085037 45.015414)
Danville,Washington,3012,US-Canada Border,03-2019,Pedestrians,7,49.0,-118.504,POINT (-118.503722 49.000083)
El Paso,Texas,2402,US-Mexico Border,02-2019,Truck Containers Loaded,49336,31.764,-106.451,POINT (-106.451188 31.764363)
Naco,Arizona,2603,US-Mexico Border,11-2021,Pedestrians,8778,31.334,-109.948,POINT (-109.948413 31.334084)
Vanceboro,Maine,105,US-Canada Border,12-2020,Truck Containers Loaded,23,45.569,-67.429,POINT (-67.428541 45.568761)
Roma,Texas,2310,US-Mexico Border,05-2020,Truck Containers Empty,774,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,109,US-Canada Border,04-2005,Trucks,2988,47.36,-68.329,POINT (-68.328684 47.360052)
Van Buren,Maine,108,US-Canada Border,02-2020,Truck Containers Empty,525,47.16,-67.931,POINT (-67.930799 47.159645)
Brownsville,Texas,2301,US-Mexico Border,12-2020,Buses,235,25.952,-97.401,POINT (-97.40067 25.95155)
Eastport,Maine,103,US-Canada Border,07-2022,Personal Vehicle Passengers,19590,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Walhalla,North Dakota,3407,US-Canada Border,02-2022,Personal Vehicle Passengers,379,49.0,-97.908,POINT (-97.908416 49.000472)
Sherwood,North Dakota,3414,US-Canada Border,11-2021,Pedestrians,1,48.999,-101.628,POINT (-101.627527 48.999305)
Hansboro,North Dakota,3415,US-Canada Border,01-2022,Trucks,100,49.0,-99.347,POINT (-99.346527 48.999583)
Roma,Texas,2310,US-Mexico Border,04-2022,Bus Passengers,165,26.404,-99.019,POINT (-99.018981 26.403928)
Del Bonita,Montana,3322,US-Canada Border,12-2020,Personal Vehicle Passengers,93,48.999,-112.788,POINT (-112.78825 48.998555)
Frontier,Washington,3020,US-Canada Border,10-2020,Truck Containers Loaded,527,49.0,-117.832,POINT (-117.831527 49.0005)
Bridgewater,Maine,127,US-Canada Border,09-2019,Trucks,256,46.45,-67.785,POINT (-67.78484 46.450335)
Lukeville,Arizona,2602,US-Mexico Border,10-2021,Pedestrians,3841,31.88,-112.817,POINT (-112.817077 31.880195)
Wildhorse,Montana,3323,US-Canada Border,08-2019,Personal Vehicles,2106,48.999,-110.215,POINT (-110.215083 48.999361)
Del Bonita,Montana,3322,US-Canada Border,08-2019,Truck Containers Empty,21,48.999,-112.788,POINT (-112.78825 48.998555)
Calais,Maine,115,US-Canada Border,02-2022,Rail Containers Loaded,86,45.189,-67.275,POINT (-67.275381 45.188548)
Sumas,Washington,3009,US-Canada Border,08-2020,Pedestrians,214,49.002,-122.265,POINT (-122.264805 49.002388)
Blaine,Washington,3004,US-Canada Border,08-2022,Personal Vehicles,237845,48.994,-122.749,POINT (-122.748884 48.994045)
Portal,North Dakota,3403,US-Canada Border,09-2021,Truck Containers Loaded,6153,48.999,-102.552,POINT (-102.551944 48.998944)
Otay Mesa,California,2506,US-Mexico Border,07-2021,Rail Containers Empty,210,32.55,-116.939,POINT (-116.938538 32.55033)
Portal,North Dakota,3403,US-Canada Border,05-2022,Bus Passengers,113,48.999,-102.552,POINT (-102.551944 48.998944)
Westhope,North Dakota,3419,US-Canada Border,07-2020,Trucks,246,49.0,-101.017,POINT (-101.017277 48.999611)
Hansboro,North Dakota,3415,US-Canada Border,12-2019,Truck Containers Empty,15,49.0,-99.347,POINT (-99.346527 48.999583)
Laredo,Texas,2304,US-Mexico Border,01-2022,Bus Passengers,82914,27.5,-99.507,POINT (-99.507412 27.499561)
Rio Grande City,Texas,2307,US-Mexico Border,08-2019,Personal Vehicles,31098,26.366,-98.803,POINT (-98.802513 26.365761)
Sherwood,North Dakota,3414,US-Canada Border,05-2020,Truck Containers Empty,242,48.999,-101.628,POINT (-101.627527 48.999305)
Point Roberts,Washington,3017,US-Canada Border,03-2021,Pedestrians,4,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Carbury,North Dakota,3421,US-Canada Border,02-2021,Truck Containers Empty,20,48.999,-100.556,POINT (-100.555805 48.999416)
Ambrose,North Dakota,3410,US-Canada Border,04-2020,Truck Containers Loaded,0,48.999,-103.487,POINT (-103.486555 48.999305)
Pinecreek,Minnesota,3425,US-Canada Border,11-2021,Personal Vehicles,61,49.0,-95.978,POINT (-95.977694 48.999916)
Port Huron,Michigan,3802,US-Canada Border,05-2020,Rail Containers Empty,9849,42.999,-82.424,POINT (-82.423611 42.998611)
Morgan,Montana,3319,US-Canada Border,05-2020,Truck Containers Loaded,4,49.0,-107.832,POINT (-107.831819 48.999829)
Vanceboro,Maine,105,US-Canada Border,09-2020,Train Passengers,59,45.569,-67.429,POINT (-67.428541 45.568761)
Champlain Rouses Point,New York,712,US-Canada Border,11-2021,Rail Containers Empty,683,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Sumas,Washington,3009,US-Canada Border,12-2021,Rail Containers Empty,137,49.002,-122.265,POINT (-122.264805 49.002388)
Eagle Pass,Texas,2303,US-Mexico Border,06-2019,Rail Containers Loaded,13882,28.705,-100.512,POINT (-100.511977 28.705483)
Eastport,Idaho,3302,US-Canada Border,11-2021,Personal Vehicles,2636,49.001,-116.181,POINT (-116.181027 49.000555)
Trout River,New York,715,US-Canada Border,09-2021,Rail Containers Loaded,1976,44.992,-74.308,POINT (-74.308172 44.992058)
Buffalo Niagara Falls,New York,901,US-Canada Border,04-2019,Trains,187,43.095,-79.056,POINT (-79.055847 43.09549)
Dunseith,North Dakota,3422,US-Canada Border,02-2022,Truck Containers Loaded,1728,48.999,-100.052,POINT (-100.052166 48.999277)
Roosville,Montana,3318,US-Canada Border,03-2022,Truck Containers Loaded,676,49.0,-115.056,POINT (-115.056027 48.999638)
Westhope,North Dakota,3419,US-Canada Border,04-2022,Truck Containers Empty,91,49.0,-101.017,POINT (-101.017277 48.999611)
Northgate,North Dakota,3406,US-Canada Border,07-2022,Personal Vehicles,633,48.999,-102.275,POINT (-102.27475 48.998833)
Calexico East,California,2507,US-Mexico Border,04-2022,Truck Containers Loaded,19481,32.673,-115.388,POINT (-115.388018 32.673389)
Otay Mesa,California,2506,US-Mexico Border,11-2020,Bus Passengers,643,32.55,-116.939,POINT (-116.938538 32.55033)
Massena,New York,704,US-Canada Border,12-2020,Truck Containers Empty,818,44.991,-74.74,POINT (-74.739722 44.990556)
Limestone,Maine,118,US-Canada Border,12-2020,Trucks,20,46.925,-67.79,POINT (-67.789597 46.924555)
Northgate,North Dakota,3406,US-Canada Border,05-2019,Trains,17,48.999,-102.275,POINT (-102.27475 48.998833)
Morgan,Montana,3319,US-Canada Border,02-1997,Buses,0,49.0,-107.832,POINT (-107.831819 48.999829)
Turner,Montana,3306,US-Canada Border,12-2020,Personal Vehicles,48,49.0,-108.388,POINT (-108.387916 48.999527)
Sault Sainte Marie,Michigan,3803,US-Canada Border,06-2020,Rail Containers Loaded,942,46.509,-84.361,POINT (-84.360833 46.508611)
Port Angeles,Washington,3007,US-Canada Border,04-2019,Trucks,29,48.122,-123.431,POINT (-123.430694 48.121858)
